"No.","Time","Source","Destination","Protocol","Length","Info"
"7459","102.992602","162.159.130.234","192.168.100.80","TLSv1.3","140","Application Data"
"7460","103.049345","192.168.100.80","162.159.130.234","TCP","54","64647  >  443 [ACK] Seq=1637 Ack=3339 Win=64047 Len=0"
"7461","103.216158","192.168.100.80","35.186.224.47","TLSv1.2","97","Application Data"
"7462","103.254886","35.186.224.47","192.168.100.80","TCP","54","443  >  61499 [ACK] Seq=121 Ack=173 Win=65535 Len=0"
"7463","103.317078","35.186.224.47","192.168.100.80","TLSv1.2","94","Application Data"
"7464","103.361873","192.168.100.80","35.186.224.47","TCP","54","61499  >  443 [ACK] Seq=173 Ack=161 Win=64672 Len=0"
"7465","104.387363","162.159.130.234","192.168.100.80","TLSv1.3","236","Application Data"
"7466","104.432997","192.168.100.80","162.159.130.234","TCP","54","64647  >  443 [ACK] Seq=1637 Ack=3521 Win=63865 Len=0"
"7467","104.674761","162.159.130.234","192.168.100.80","TLSv1.3","138","Application Data"
"7468","104.715514","192.168.100.80","162.159.130.234","TCP","54","64647  >  443 [ACK] Seq=1637 Ack=3605 Win=63781 Len=0"
"7469","105.560265","192.168.100.80","54.192.116.104","TCP","1466","64648  >  443 [ACK] Seq=2158 Ack=15730 Win=64952 Len=1412 [TCP segment of a reassembled PDU]"
"7470","105.560265","192.168.100.80","54.192.116.104","TCP","1466","64648  >  443 [ACK] Seq=3570 Ack=15730 Win=64952 Len=1412 [TCP segment of a reassembled PDU]"
"7471","105.560265","192.168.100.80","54.192.116.104","TLSv1.3","572","Application Data"
"7472","105.596135","54.192.116.104","192.168.100.80","TCP","56","443  >  64648 [ACK] Seq=15730 Ack=3570 Win=65535 Len=0"
"7473","105.596280","54.192.116.104","192.168.100.80","TCP","66","[TCP Dup ACK 7472#1] 443  >  64648 [ACK] Seq=15730 Ack=3570 Win=65535 Len=0 SLE=4982 SRE=5500"
"7474","105.596280","54.192.116.104","192.168.100.80","TCP","56","443  >  64648 [ACK] Seq=15730 Ack=5500 Win=65535 Len=0"
"7475","105.844388","54.192.116.104","192.168.100.80","TCP","1466","443  >  64648 [ACK] Seq=15730 Ack=5500 Win=65535 Len=1412 [TCP segment of a reassembled PDU]"
"7476","105.844750","54.192.116.104","192.168.100.80","TLSv1.3","829","Application Data"
"7477","105.844796","192.168.100.80","54.192.116.104","TCP","54","64648  >  443 [ACK] Seq=5500 Ack=17917 Win=64952 Len=0"
"7478","105.891531","192.168.100.80","192.168.100.1","DNS","103","Standard query 0x640c A library-service.live.use1a.on.epicgames.com"
"7479","105.921521","192.168.100.1","192.168.100.80","DNS","403","Standard query response 0x640c A library-service.live.use1a.on.epicgames.com CNAME library-service.beee.live.use1a.on.epicgames.com A 18.211.53.124 A 52.2.230.116 A 54.82.158.182 A 54.172.135.144 A 52.86.87.57 A 3.232.180.171 A 34.228.163.67 A 35.174.27.33 NS ns-1146.awsdns-15.org NS ns-1940.awsdns-50.co.uk NS ns-217.awsdns-27.com NS ns-622.awsdns-13.net"
"7480","105.933668","192.168.100.80","18.211.53.124","TCP","62","64649  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"7481","106.209511","18.211.53.124","192.168.100.80","TCP","62","443  >  64649 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1412 SACK_PERM=1"
"7482","106.209654","192.168.100.80","18.211.53.124","TCP","54","64649  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"7483","106.216813","192.168.100.80","18.211.53.124","TLSv1.2","571","Client Hello"
"7484","106.492491","18.211.53.124","192.168.100.80","TCP","54","443  >  64649 [ACK] Seq=1 Ack=518 Win=27872 Len=0"
"7485","106.493270","18.211.53.124","192.168.100.80","TLSv1.2","1466","Server Hello"
"7486","106.493921","18.211.53.124","192.168.100.80","TCP","1466","443  >  64649 [ACK] Seq=1413 Ack=518 Win=27872 Len=1412 [TCP segment of a reassembled PDU]"
"7487","106.493921","18.211.53.124","192.168.100.80","TCP","1466","443  >  64649 [ACK] Seq=2825 Ack=518 Win=27872 Len=1412 [TCP segment of a reassembled PDU]"
"7488","106.493990","192.168.100.80","18.211.53.124","TCP","54","64649  >  443 [ACK] Seq=518 Ack=4237 Win=64952 Len=0"
"7489","106.494276","18.211.53.124","192.168.100.80","TLSv1.2","1201","Certificate, Server Key Exchange, Server Hello Done"
"7490","106.494317","192.168.100.80","18.211.53.124","TCP","54","64649  >  443 [ACK] Seq=518 Ack=5384 Win=63805 Len=0"
"7491","106.496547","192.168.100.80","18.211.53.124","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"7492","106.772740","18.211.53.124","192.168.100.80","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"7493","106.774176","192.168.100.80","18.211.53.124","TCP","1466","64649  >  443 [ACK] Seq=644 Ack=5435 Win=63754 Len=1412 [TCP segment of a reassembled PDU]"
"7494","106.774176","192.168.100.80","18.211.53.124","TCP","1466","64649  >  443 [ACK] Seq=2056 Ack=5435 Win=63754 Len=1412 [TCP segment of a reassembled PDU]"
"7495","106.774176","192.168.100.80","18.211.53.124","TLSv1.2","575","Application Data"
"7496","107.049401","18.211.53.124","192.168.100.80","TCP","56","443  >  64649 [ACK] Seq=5435 Ack=3989 Win=33888 Len=0"
"7497","107.063311","18.211.53.124","192.168.100.80","TCP","1466","443  >  64649 [ACK] Seq=5435 Ack=3989 Win=33888 Len=1412 [TCP segment of a reassembled PDU]"
"7498","107.063693","18.211.53.124","192.168.100.80","TLSv1.2","784","Application Data"
"7499","107.063728","192.168.100.80","18.211.53.124","TCP","54","64649  >  443 [ACK] Seq=3989 Ack=7577 Win=64952 Len=0"
"7500","108.157208","162.159.130.234","192.168.100.80","TLSv1.3","295","Application Data"
"7501","108.208521","192.168.100.80","162.159.130.234","TCP","54","64647  >  443 [ACK] Seq=1637 Ack=3846 Win=63540 Len=0"
"7502","108.527505","162.159.130.234","192.168.100.80","TLSv1.3","128","Application Data"
"7503","108.581420","192.168.100.80","162.159.130.234","TCP","54","64647  >  443 [ACK] Seq=1637 Ack=3920 Win=63466 Len=0"
"7504","108.974602","192.168.100.80","103.10.124.162","UDP","126","59811  >  27018 Len=84"
"7505","110.347738","192.168.100.80","36.92.238.141","UDP","922","50600  >  443 Len=880"
"7506","110.365268","36.92.238.141","192.168.100.80","UDP","71","443  >  50600 Len=29"
"7507","110.365937","36.92.238.141","192.168.100.80","UDP","178","443  >  50600 Len=136"
"7508","110.366184","192.168.100.80","36.92.238.141","UDP","80","50600  >  443 Len=38"
"7509","110.368011","36.92.238.141","192.168.100.80","UDP","1287","443  >  50600 Len=1245"
"7510","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7511","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7512","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7513","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7514","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7515","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7516","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7517","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7518","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7519","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7520","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7521","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7522","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7523","110.368011","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7524","110.368218","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7525","110.368218","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7526","110.368454","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7527","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7528","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7529","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7530","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7531","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7532","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7533","110.368590","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7534","110.368845","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7535","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7536","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7537","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7538","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7539","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7540","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7541","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7542","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7543","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7544","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7545","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7546","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7547","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7548","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7549","110.370449","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7550","110.370632","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7551","110.370632","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7552","110.370797","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7553","110.370986","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7554","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7555","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7556","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7557","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7558","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7559","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7560","110.371033","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7561","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7562","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7563","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7564","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7565","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7566","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7567","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7568","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7569","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7570","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7571","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7572","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7573","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7574","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7575","110.372494","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7576","110.372643","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7577","110.372643","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7578","110.372731","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7579","110.372920","192.168.100.80","36.92.238.141","UDP","76","50600  >  443 Len=34"
"7580","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7581","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7582","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7583","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7584","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7585","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7586","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7587","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7588","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7589","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7590","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7591","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7592","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7593","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7594","110.373871","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7595","110.374055","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7596","110.374138","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7597","110.374347","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7598","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7599","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7600","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7601","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7602","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7603","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7604","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7605","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7606","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7607","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7608","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7609","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7610","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7611","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7612","110.375297","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7613","110.375471","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7614","110.375471","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7615","110.375613","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7616","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7617","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7618","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7619","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7620","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7621","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7622","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7623","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7624","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7625","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7626","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7627","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7628","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7629","110.376543","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7630","110.376622","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7631","110.376654","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7632","110.376744","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7633","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7634","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7635","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7636","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7637","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7638","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7639","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7640","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7641","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7642","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7643","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7644","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7645","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7646","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7647","110.377979","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7648","110.378068","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7649","110.378068","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7650","110.378115","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7651","110.378206","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7652","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7653","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7654","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7655","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7656","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7657","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7658","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7659","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7660","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7661","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7662","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7663","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7664","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7665","110.379485","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7666","110.379945","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7667","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7668","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7669","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7670","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7671","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7672","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7673","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7674","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7675","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7676","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7677","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7678","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7679","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7680","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7681","110.380855","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7682","110.380969","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7683","110.380969","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7684","110.381037","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7685","110.381148","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7686","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7687","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7688","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7689","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7690","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7691","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7692","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7693","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7694","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7695","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7696","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7697","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7698","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7699","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7700","110.382214","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7701","110.382302","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7702","110.382362","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7703","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7704","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7705","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7706","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7707","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7708","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7709","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7710","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7711","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7712","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7713","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7714","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7715","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7716","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7717","110.383631","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7718","110.383718","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7719","110.383718","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7720","110.383749","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7721","110.383826","192.168.100.80","36.92.238.141","UDP","77","50600  >  443 Len=35"
"7722","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7723","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7724","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7725","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7726","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7727","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7728","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7729","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7730","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7731","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7732","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7733","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7734","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7735","110.384920","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7736","110.385049","192.168.100.80","36.92.238.141","UDP","82","50600  >  443 Len=40"
"7737","110.389332","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7738","110.389332","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7739","110.389332","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7740","110.389332","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
"7741","110.389332","36.92.238.141","192.168.100.80","UDP","1292","443  >  50600 Len=1250"
